Experiment,mAP@50,mAP@50:95,AP_small,AP_medium,AP_large,Precision,Recall,F1
E5_p1_hrdet,0.24761654821696802,0.12828105730980435,0.06638889991244491,0.16031231380874159,0.25508801507477263,0.12828105730980435,0.049435368903455255,0.07136786988756483
